,model,hyperparams,roc_auc,accuracy,precision,recall,f1
166,GradientBoostingClassifier,"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 5}",0.6532341742843912,0.6580284552845529,0.5701254275940707,0.628140703517588,0.5977286312014346
35,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'gini'}",0.6530905380143036,0.6636178861788617,0.5819070904645477,0.5979899497487438,0.5898389095415119
39,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6520615020494966,0.6544715447154471,0.5643015521064302,0.6394472361809045,0.5995288574793876
70,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'gini'}",0.6515041075685595,0.6554878048780488,0.5665914221218962,0.6306532663316583,0.5969084423305588
80,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'gini'}",0.6511953967791175,0.657520325203252,0.5707656612529002,0.6180904522613065,0.5934861278648974
187,SVC,"{'C': 10, 'kernel': 'rbf', 'gamma': 'scale', 'degree': 3}",0.6505200919272129,0.6559959349593496,0.5683122847301951,0.621859296482412,0.5938812237552488
68,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'gini'}",0.6492166463717907,0.6539634146341463,0.565415244596132,0.6243718592964824,0.5934328358208956
47,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'gini'}",0.6488843535081551,0.6554878048780488,0.5686046511627907,0.614321608040201,0.5905797101449276
50,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'gini'}",0.648777162261821,0.657520325203252,0.5727923627684964,0.6030150753768844,0.587515299877601
59,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'gini'}",0.6486120877424666,0.6539634146341463,0.565864833906071,0.6206030150753769,0.591971240263631
152,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 1000}",0.6481768912823503,0.6402439024390244,0.5435643564356436,0.6896984924623115,0.6079734219269103
48,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.647735263347454,0.6524390243902439,0.5636363636363636,0.6231155778894473,0.5918854415274464
30,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6469892122729689,0.649390243902439,0.5586283185840708,0.6344221105527639,0.5941176470588235
62,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'gini'}",0.6463010444715044,0.6519308943089431,0.563719862227325,0.6168341708542714,0.5890821835632873
71,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'gini'}",0.6462302982489238,0.6504065040650406,0.5609480812641083,0.6243718592964824,0.5909631391200951
37,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'gini'}",0.6457072049668136,0.6565040650406504,0.5733496332518337,0.5891959798994975,0.5811648079306072
54,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6456600408184267,0.6554878048780488,0.571256038647343,0.5942211055276382,0.5825123152709359
