model,hyperparams,roc_auc,train_roc_auc,accuracy,train_accuracy,precision,train_precision,recall,train_recall,f1,train_f1,split,preprocessing
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 500, 'solver': 'adam'}",0.6740345528455284,0.7596812689306777,0.7031963470319634,0.7981698017285206,0.7924528301886793,0.9227557411273486,0.4375,0.5511221945137157,0.5637583892617449,0.6900858704137391,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 500, 'solver': 'sgd'}",0.6726371951219512,0.7176206479509382,0.684931506849315,0.726487036095577,0.6626506024096386,0.662962962962963,0.5729166666666666,0.669576059850374,0.6145251396648044,0.6662531017369726,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 1000, 'solver': 'lbfgs'}",0.6713668699186991,0.9780484411289373,0.6757990867579908,0.9781392984239959,0.6288659793814433,0.969097651421508,0.6354166666666666,0.9775561097256857,0.6321243523316062,0.973308504034761,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 500, 'solver': 'sgd'}",0.6698424796747967,0.714119743559556,0.6894977168949772,0.7361464158617184,0.7,0.7108792846497765,0.5104166666666666,0.5947630922693267,0.5903614457831324,0.6476578411405295,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 500, 'solver': 'sgd'}",0.6698424796747967,0.7134963021630473,0.6894977168949772,0.735638027452974,0.7,0.7104477611940299,0.5104166666666666,0.5935162094763092,0.5903614457831324,0.6467391304347826,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 500, 'solver': 'sgd'}",0.6657774390243902,0.7232048633780356,0.684931506849315,0.7452974072191154,0.6901408450704225,0.7256371814092953,0.5104166666666666,0.6034912718204489,0.5868263473053892,0.6589516678012254,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 500, 'solver': 'sgd'}",0.6657774390243902,0.7236340479273917,0.684931506849315,0.7458057956278596,0.6901408450704225,0.7267267267267268,0.5104166666666666,0.6034912718204489,0.5868263473053892,0.659400544959128,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'sgd'}",0.6392276422764228,0.6973456915650786,0.6666666666666666,0.7280122013218099,0.7017543859649122,0.7282051282051282,0.4166666666666667,0.5311720698254364,0.522875816993464,0.6142754145638067,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 1000, 'solver': 'sgd'}",0.6392276422764228,0.6973456915650786,0.6666666666666666,0.7280122013218099,0.7017543859649122,0.7282051282051282,0.4166666666666667,0.5311720698254364,0.522875816993464,0.6142754145638067,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 500, 'solver': 'sgd'}",0.6392276422764228,0.6973456915650786,0.6666666666666666,0.7280122013218099,0.7017543859649122,0.7282051282051282,0.4166666666666667,0.5311720698254364,0.522875816993464,0.6142754145638067,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 500, 'solver': 'sgd'}",0.6392276422764228,0.6973456915650786,0.6666666666666666,0.7280122013218099,0.7017543859649122,0.7282051282051282,0.4166666666666667,0.5311720698254364,0.522875816993464,0.6142754145638067,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'logistic', 'alpha': 0.01, 'max_iter': 500, 'solver': 'adam'}",0.6300813008130082,0.6794018173450493,0.6666666666666666,0.7295373665480427,0.7804878048780488,0.8515625,0.3333333333333333,0.4077306733167082,0.46715328467153283,0.551433389544688,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 200, 'solver': 'sgd'}",0.6281758130081301,0.6952538182440893,0.6529680365296804,0.7188612099644128,0.6612903225806451,0.6883509833585476,0.4270833333333333,0.5673316708229427,0.5189873417721519,0.6220095693779905,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 200, 'solver': 'sgd'}",0.620045731707317,0.6968485438763605,0.6438356164383562,0.7193695983731571,0.640625,0.6860119047619048,0.4270833333333333,0.5748129675810474,0.5125,0.6255088195386703,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'logistic', 'alpha': 0.01, 'max_iter': 200, 'solver': 'adam'}",0.6185213414634145,0.6696301092761657,0.6575342465753424,0.7239450940518556,0.7837837837837838,0.8775510204081632,0.3020833333333333,0.37531172069825436,0.43609022556390975,0.525764192139738,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 200, 'solver': 'sgd'}",0.6154725609756098,0.6600521229116051,0.6438356164383562,0.6964921199796644,0.6607142857142857,0.6908752327746741,0.3854166666666667,0.4625935162094763,0.4868421052631579,0.5541448842419716,0.9,DescFing
