Unnamed: 0,model,hyperparams,roc_auc,train_roc_auc,accuracy,train_accuracy,precision,train_precision,recall,train_recall,f1,train_f1,split,preprocessing
,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 200, 'solver': 'lbfgs'}",0.6688203150112504,0.9844014649435753,0.682648401826484,0.9851258581235698,0.6294117647058823,0.9831697054698457,0.5846994535519126,0.9804195804195804,0.6062322946175637,0.9817927170868348,0.8,Fingerprints
,DecisionTreeClassifier,"{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'best'}",0.6679202828672453,0.897210920734638,0.6735159817351598,0.9021739130434783,0.6041666666666666,0.8885714285714286,0.6338797814207651,0.8699300699300699,0.6186666666666666,0.8791519434628974,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'sgd'}",0.6642558662809387,0.7448263256588523,0.6872146118721462,0.7620137299771167,0.6575342465753424,0.7369255150554676,0.5245901639344263,0.6503496503496503,0.5835866261398176,0.6909361069836553,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 200, 'solver': 'adam'}",0.6636129861780778,0.7312119632545576,0.6963470319634704,0.7591533180778032,0.7083333333333334,0.7763157894736842,0.4644808743169399,0.5776223776223777,0.5610561056105611,0.6623897353648758,0.8,Descriptors
,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 500, 'solver': 'adam'}",0.6594021215043395,0.7300245736838186,0.6986301369863014,0.7648741418764302,0.7475728155339806,0.8261802575107297,0.4207650273224044,0.5384615384615384,0.5384615384615385,0.6519898391193903,0.8,Descriptors
,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'adam'}",0.6594021215043395,0.729325272984518,0.6986301369863014,0.7643020594965675,0.7475728155339806,0.8258064516129032,0.4207650273224044,0.5370629370629371,0.5384615384615385,0.6508474576271186,0.8,Descriptors
,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 200, 'solver': 'adam'}",0.6594021215043395,0.7300245736838186,0.6986301369863014,0.7648741418764302,0.7475728155339806,0.8261802575107297,0.4207650273224044,0.5384615384615384,0.5384615384615385,0.6519898391193903,0.8,Descriptors
,RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 10}",0.6587270973963356,0.949222510306731,0.678082191780822,0.954233409610984,0.6346153846153846,0.9648609077598829,0.5409836065573771,0.9216783216783216,0.5840707964601771,0.9427753934191703,0.8,Descriptors
,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 500, 'solver': 'adam'}",0.656669881067181,0.7308856680589498,0.6963470319634704,0.7648741418764302,0.7450980392156863,0.820675105485232,0.41530054644808745,0.544055944055944,0.5333333333333333,0.6543313708999159,0.8,Descriptors
,DecisionTreeClassifier,"{'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'random'}",0.65200900032144,0.8806951035411829,0.6666666666666666,0.8913043478260869,0.6094674556213018,0.9032258064516129,0.5628415300546448,0.8223776223776224,0.5852272727272727,0.8609077598828696,0.8,DescFing
,LogisticRegression,"{'C': 1, 'penalty': 'l1', 'solver': 'saga'}",0.6506589521054323,0.7020606692436315,0.680365296803653,0.7282608695652174,0.6666666666666666,0.7150537634408602,0.46994535519125685,0.558041958041958,0.5512820512820513,0.6268656716417911,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 500, 'solver': 'sgd'}",0.6460302153648344,0.7063072455134409,0.680365296803653,0.7368421052631579,0.6837606837606838,0.7475728155339806,0.4371584699453552,0.5384615384615384,0.5333333333333333,0.6260162601626016,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'sgd'}",0.6459659273545484,0.7152390687724668,0.6757990867579908,0.7402745995423341,0.6589147286821705,0.7309734513274336,0.4644808743169399,0.5776223776223777,0.5448717948717949,0.6453125,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'sgd'}",0.6459659273545484,0.7147550416669488,0.6757990867579908,0.7397025171624714,0.6589147286821705,0.7296819787985865,0.4644808743169399,0.5776223776223777,0.5448717948717949,0.644808743169399,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 500, 'solver': 'sgd'}",0.6331404693024751,0.7025419885052024,0.6689497716894978,0.7334096109839817,0.6666666666666666,0.7426900584795322,0.41530054644808745,0.5328671328671328,0.5117845117845118,0.6205211726384364,0.8,DescFing
