model,hyperparams,roc_auc,train_roc_auc,accuracy,train_accuracy,precision,train_precision,recall,train_recall,f1,train_f1
171,0.800944940791238,0.935570987654321,0.8044914134742405,0.9391534391534392,0.790273556231003,0.9455128205128205,0.7669616519174042,0.9104938271604939,0.778443113772455,0.9276729559748427,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'random'}
172,0.7961602517960227,0.9317129629629629,0.7992073976221928,0.9338624338624338,0.7807807807807807,0.928125,0.7669616519174042,0.9166666666666666,0.7738095238095238,0.9223602484472049,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'best'}
173,0.7890643745324695,0.925925925925926,0.7926023778071334,0.9298941798941799,0.7757575757575758,0.9356913183279743,0.7551622418879056,0.8981481481481481,0.765321375186846,0.9165354330708662,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'random'}
174,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'criterion': 'gini', 'splitter': 'best'}
175,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'criterion': 'gini', 'splitter': 'random'}
176,0.7063061918674401,0.7773919753086419,0.7159841479524438,0.791005291005291,0.7123287671232876,0.8007246376811594,0.6135693215339233,0.6820987654320988,0.6592709984152139,0.7366666666666668,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'criterion': 'entropy', 'splitter': 'best'}
177,0.7063061918674401,0.7773919753086419,0.7159841479524438,0.791005291005291,0.7123287671232876,0.8007246376811594,0.6135693215339233,0.6820987654320988,0.6592709984152139,0.7366666666666668,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'criterion': 'entropy', 'splitter': 'random'}
178,0.7063061918674401,0.7773919753086419,0.7159841479524438,0.791005291005291,0.7123287671232876,0.8007246376811594,0.6135693215339233,0.6820987654320988,0.6592709984152139,0.7366666666666668,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'criterion': 'log_loss', 'splitter': 'best'}
179,0.7063061918674401,0.7773919753086419,0.7159841479524438,0.791005291005291,0.7123287671232876,0.8007246376811594,0.6135693215339233,0.6820987654320988,0.6592709984152139,0.7366666666666668,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'criterion': 'log_loss', 'splitter': 'random'}
180,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.1, 'criterion': 'gini', 'splitter': 'best'}
181,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.1, 'criterion': 'gini', 'splitter': 'random'}
182,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.1, 'criterion': 'entropy', 'splitter': 'best'}
183,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.1, 'criterion': 'entropy', 'splitter': 'random'}
184,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.1, 'criterion': 'log_loss', 'splitter': 'best'}
185,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.1, 'criterion': 'log_loss', 'splitter': 'random'}
186,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.2, 'criterion': 'gini', 'splitter': 'best'}
187,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.2, 'criterion': 'gini', 'splitter': 'random'}
188,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.2, 'criterion': 'entropy', 'splitter': 'best'}
189,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.2, 'criterion': 'entropy', 'splitter': 'random'}
190,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.2, 'criterion': 'log_loss', 'splitter': 'best'}
191,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.2, 'criterion': 'log_loss', 'splitter': 'random'}
192,0.789343128537353,0.8823302469135803,0.7926023778071334,0.8862433862433863,0.7740963855421686,0.8765822784810127,0.7581120943952803,0.8549382716049383,0.7660208643815202,0.8656250000000001,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'best'}
193,0.7908180547910403,0.8858024691358024,0.7939233817701453,0.8888888888888888,0.7747747747747747,0.875,0.7610619469026548,0.8641975308641975,0.7678571428571429,0.8695652173913043,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'random'}
194,0.7653843982442026,0.8977623456790124,0.7701453104359313,0.9034391534391535,0.7554179566563467,0.9114754098360656,0.7197640117994101,0.8580246913580247,0.7371601208459214,0.8839427662957074,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'best'}
