,model,hyperparams,mse,rmse,mae,r2
356,SVR,"{'C': 1000, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",0.7630456494375061,0.8735248419120696,0.667704387457207,0.17150771303420909
320,SVR,"{'C': 100, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",0.7630456494375061,0.8735248419120696,0.667704387457207,0.17150771303420909
228,SVR,"{'C': 0.1, 'kernel': 'poly', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",0.7623299994144455,0.8731151123502819,0.6622040289664936,0.17228474455874465
100,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 1000}",0.7621237997360241,0.8729970216077625,0.6568684523917633,0.1725086300409211
111,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 500}",0.7613893749839805,0.872576286054108,0.6573667315375554,0.17330604660816495
231,SVR,"{'C': 0.1, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",0.7601617753358312,0.8718725682895587,0.6616695215890481,0.17463893781948814
323,SVR,"{'C': 100, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",0.7578884248493953,0.8705678749238311,0.6658745617878284,0.17710727420928407
359,SVR,"{'C': 1000, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",0.7578884248493953,0.8705678749238311,0.6658745617878284,0.17710727420928407
91,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 1000}",0.7578552900782994,0.8705488441657363,0.6651010274024629,0.17714325095891048
250,SVR,"{'C': 1, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",0.7577307513804599,0.8704773123869799,0.6492202566876566,0.17727847137549346
99,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 500}",0.7545191359779545,0.8686306096252621,0.652983276679269,0.18076554792410848
115,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 1000}",0.7533944870223737,0.8679829992703623,0.6530422667178155,0.18198665833333472
107,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 200}",0.7533747732628111,0.8679716431213701,0.6585040556715523,0.1820080629475367
134,MLPRegressor,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 200}",0.7502486792610011,0.866168966923314,0.6622887188893196,0.18540228290113814
135,MLPRegressor,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 500}",0.7464275442417865,0.8639603834909252,0.6474129844132425,0.18955115773347342
267,SVR,"{'C': 1, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",0.7453654287523348,0.8633454863218634,0.6551533898970409,0.19070437116379213
68,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.7450780122440054,0.863179015178199,0.6539038520447824,0.19101643946596125
150,GradientBoostingRegressor,"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 5}",0.7449068907167212,0.8630798866366434,0.6516774786343531,0.19120223813422343
248,SVR,"{'C': 1, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",0.7446865250857678,0.8629522148333405,0.6476952500984847,0.19144150458661968
133,MLPRegressor,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 1000}",0.7424336345961751,0.8616458870070552,0.6563829670391773,0.19388762611995403
222,SVR,"{'C': 0.1, 'kernel': 'linear', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",0.7424334293472209,0.8616457679042014,0.6515994092039636,0.19388784897316802
223,SVR,"{'C': 0.1, 'kernel': 'linear', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",0.7424334293472209,0.8616457679042014,0.6515994092039636,0.19388784897316802
224,SVR,"{'C': 0.1, 'kernel': 'linear', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",0.7424334293472209,0.8616457679042014,0.6515994092039636,0.19388784897316802
116,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 200}",0.738070400914147,0.8591102379288393,0.6535261802221707,0.19862509556815078
251,SVR,"{'C': 1, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",0.7368028194303112,0.8583721916688071,0.6447162661583165,0.20000139786832472
128,MLPRegressor,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 200}",0.7358908435931855,0.8578408031757323,0.6478336401777015,0.20099159412658896
48,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.7356234036093829,0.857684909281598,0.6506936312897351,0.20128197251216784
74,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.7343505592414167,0.8569425647273081,0.6492841203860598,0.20266398909550765
32,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.7342757308016636,0.8568989034895912,0.6465280048388503,0.20274523559134539
358,SVR,"{'C': 1000, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",0.7338078700132212,0.856625863497724,0.6504957690782432,0.2032532249297081
322,SVR,"{'C': 100, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",0.7338078700132212,0.856625863497724,0.6504957690782432,0.2032532249297081
194,SVR,"{'C': 0.01, 'kernel': 'poly', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",0.7334520661968226,0.856418160828472,0.6514297707532944,0.20363954613837576
282,SVR,"{'C': 10, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",0.7330500639189093,0.8561834288976337,0.6425587454247043,0.2040760282634484
285,SVR,"{'C': 10, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",0.7328971432678787,0.8560941205661202,0.642929120863041,0.20424206496123953
284,SVR,"{'C': 10, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",0.7327389863646355,0.8560017443700892,0.6478901631215555,0.20441378702605173
56,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.731155466366494,0.8550762927169095,0.6486097535933825,0.20613312597475486
39,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.7310986978233754,0.8550430970561516,0.6448608195752036,0.20619476357160194
73,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.7297384057684075,0.8542472743699026,0.649740722135859,0.20767172825437374
287,SVR,"{'C': 10, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",0.7293593054380043,0.8540253540955353,0.6470310086104016,0.2080833441255301
35,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.7289026311314842,0.8537579464529067,0.6447803280670008,0.20857918751430538
286,SVR,"{'C': 10, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",0.728024702081644,0.8532436358283864,0.6469579696942376,0.20953241678287127
57,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.7278510019641984,0.8531418416442828,0.647668683163935,0.20972101520769015
53,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.7277907005539704,0.853106500124088,0.6480591927462179,0.20978648868664096
319,SVR,"{'C': 100, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",0.7274775138657628,0.8529229237544051,0.6489802455991956,0.21012653748418242
355,SVR,"{'C': 1000, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",0.7274775138657628,0.8529229237544051,0.6489802455991956,0.21012653748418242
54,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.727210619605343,0.8527664507972526,0.649823626346786,0.2104163233395323
69,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.7270669561270502,0.8526822128595448,0.6459926590999107,0.210572308874306
162,GradientBoostingRegressor,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 5}",0.7270205141249546,0.8526549795344859,0.6438601627079666,0.21062273421983524
49,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.726824616734851,0.8525400968487353,0.6480160317834531,0.21083543378356018
197,SVR,"{'C': 0.01, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",0.7263945393820072,0.8522878266067204,0.6451613525330248,0.2113023989905467
113,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 200}",0.7263902549782071,0.8522853131306483,0.6437954316865122,0.21130705086885204
71,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.7262136496827242,0.8521816999224544,0.6469190633945545,0.21149880364963625
50,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.7257704557517826,0.8519216253575106,0.6499776086181933,0.21198001044727133
34,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.7256808185667247,0.8518690149117555,0.6457313447369043,0.21207733583861643
43,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.7255113852457196,0.8517695611171601,0.6452308374502321,0.21226130150267764
45,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.725441156947216,0.8517283351792495,0.6469540716596919,0.21233755330187187
61,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.7251781921107212,0.8515739498779429,0.6459783658352476,0.21262307270551406
55,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.7251486830041404,0.8515566234867417,0.6483305076958202,0.21265511281637173
62,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.7242211301273547,0.8510118272546832,0.6472019786210382,0.21366222216131903
283,SVR,"{'C': 10, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",0.7238090540242225,0.8507696833010815,0.64644161305463,0.2141096421464007
38,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.7227397635826875,0.8501410257026111,0.6474761242770505,0.21527064592643796
28,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.721635623018952,0.8494913907856583,0.6464041860784833,0.2164694889333475
60,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.7211290897189826,0.8491931992891739,0.6419486634852525,0.21701946773530434
44,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.7204873603438694,0.848815268679746,0.6472544656804512,0.21771623841736332
30,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.720269790442069,0.8486870980768288,0.6424970841224759,0.21795246935013968
59,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.7201046098343236,0.8485897771210325,0.6440327980481877,0.21813181754454214
51,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.7193584533805907,0.8481500182046751,0.6424835794444733,0.2189419720447915
46,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.7193016135900241,0.8481165094431449,0.6441287246554606,0.21900368700000017
70,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.7186593139230447,0.8477377624731864,0.6438740026378083,0.2197010768880172
41,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.7186560717200579,0.847735850203386,0.6464320169016483,0.21970459717565582
40,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.7186552642059878,0.8477353739263143,0.6415616830367592,0.21970547395043216
52,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.7185470313134141,0.8476715350378436,0.640551458513004,0.21982299000829764
80,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.7184768474090174,0.8476301359726526,0.6471803148105958,0.2198991936056901
42,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.7159058297920114,0.846112185110232,0.637142988296618,0.2226907281186158
67,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.7155012115113695,0.8458730469233368,0.6395341631246626,0.22313005062169855
33,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.7145613172110661,0.845317287893171,0.6406621226243242,0.22415055991749022
47,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.7143602482354322,0.8451983484575867,0.6427860646712976,0.2243688746350745
63,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.7130287996620296,0.8444103265960392,0.6407477807083617,0.22581452192284657
76,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.7125114931975601,0.8441039587619289,0.6384415915219463,0.22637619790661823
64,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.711381177155076,0.8434341569767471,0.6392815841638638,0.22760346147036725
65,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.7109945926190071,0.8432049529141815,0.6354304153709689,0.22802320346959015
75,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.7108451286853225,0.8431163197835293,0.6407466591023618,0.2281854869664276
77,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.7105215976217673,0.8429244317385558,0.639604969329583,0.22853676737926654
31,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.710291421566093,0.8427878864614115,0.6440192978760434,0.22878668569923977
66,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.7101232999384743,0.8426881391941353,0.6387349850563312,0.22896922716560797
58,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.7097549271869837,0.8424695408066595,0.6357561793364935,0.22936919535042544
29,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.7091576807760379,0.842115004483377,0.6390197382695162,0.2300176677521112
27,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.7082519849041697,0.8415770819741765,0.6436086271092398,0.2310010454107515
72,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.706419740951329,0.840487799406588,0.6373158543103219,0.2329904414369096
36,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.7042976880707634,0.8392244563111608,0.638866106770912,0.2352945033831092
79,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.7005130875587259,0.8369665988309963,0.634349438764712,0.23940371013342787
37,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.698876013751504,0.8359880464166363,0.6345371225453149,0.24118119621630763
149,GradientBoostingRegressor,"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 3}",0.6968571086375941,0.8347796767037361,0.629740499250425,0.24337326338322374
161,GradientBoostingRegressor,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 3}",0.6934046803639017,0.832709241190406,0.630679204635029,0.24712180738994904
78,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.6925757932279354,0.8322113873457485,0.6316503623569749,0.24802178840605138
